1 deny(1) mach-lookup com.apple.SystemConfiguration.DNSConfiguration
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/policy-resources.test.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/fixtures/skills/workflow-fixture-review/SKILL.md
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/policy-tools.test.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/proxy-dispatcher.test.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/readiness.test.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/pi/resource-identity.test.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-parallel/source.json
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-node/src/index.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-reject-default/source.json
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-parallel/src/index.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-revisit/source.json
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/packages/workflow/test/support/workflow-fixtures/gate-reject-default/src/index.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/scripts/gate-fenced.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/scripts/setup-worktree.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/README.md
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/child-env.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/child-env.test.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/child-session.test.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/fixture-provider.ts
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/fork-entry.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/fork-entry.test.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/gate-fenced.test.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/host.mjs
1 deny(1) file-read-metadata /Users/paolof/.openintent/workspaces/pfurini/OpenIntent/worktrees/workflow-engine/test/fence/host-lifetime.test.mjs
1 deny(1) file-read-metadata /Users/paolof/.pi-fence/profiles/docker.json
1 deny(1) file-read-metadata /Users/paolof/.pi-fence/profiles/base.json
1 deny(1) file-read-metadata /Users/paolof/.pi-fence/profiles/openintent.json
1 deny(1) file-read-metadata /Users/paolof/.pi-fence/projects/d2ba7368d3cdaa1b7cb2dfc790afabb61e4a908bf3c2ca678b904139bd4f69fa.json
1 deny(1) file-read-metadata /Users/paolof/.pi-fence/projects/f29b065f5062d0524603e1513bf85960b3ec3cbaa900dfa73613aa5084f8483f.json
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/plans/codex-summary-auth-ownership.plan.md
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/plans/pr-15-active-fixes.plan.md
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-body-correction.md
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-built-evidence-d58c5989/probes/built-sdk-tests.mjs
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-built-evidence-d58c5989/probes/extensions/built-extension-tests.mjs
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-built-evidence-d58c5989/probes/extensions/prepare-stubs.mjs
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-built-evidence-d58c5989/results/built-extension-tests.md
1 deny(1) file-read-metadata /Users/paolof/.prp/pi-b2ed50ef/reviews/pr-15-built-evidence-d58c5989/results/built-openintent-tests.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/src/routers/my-library/index.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/src/routers/my-library/list.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/src/routers/user.test.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/src/routers/user.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/src/schemas/course.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/api/test/manual-grant-redesign.test.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/auth/src/access-control.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/lexup/lexup-new/packages/auth/src/index.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-inputs-20260918-01-c.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-inputs-20260918-01-d.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-inputs-20260918-01-f.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-inputs-20260918-01-g.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-inputs-20260918-01.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-p01-retained-20260918-01.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/p2-p02-retained-20260918-01.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/.private/party-visibility-runner-20260918-01.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexeconomy/prototype/style.css
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexeconomy/prototype/ui.js
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/PRD.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/capture-workflow.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/controlled-pass-2.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/data-and-validation.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/exploration-scope.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flexinvoice/docs/implementation-plan.md
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flextools/prototype/style.css
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/modules/flextools/prototype/ui.js
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/package.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/prototype-shell/components.js
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/prototype-shell/format.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/prototype-shell/shell.css
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/prototype-shell/shell.js
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/audit-captures.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/browser.json
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/browser.sh
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/build-evidence.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/build-evidence.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/build-field-inventory.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/build-handoff.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/build-handoff.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/evidence-policy.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/capture-screen.sh
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/evidence-redaction.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/evidence-redaction.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/extract-har.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/extract-har.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/module.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/module.sh
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/network-recorder.integration.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/network-recorder.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/network-recorder.test.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/prepare-prototype-assets.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/prototype-browser.sh
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/record-network.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/recover-fonts.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/serve-prototype.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/Projects/stotax/tools/verify-evidence.mjs
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/ASR/Parakeet/AsrTypes.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/ASR/Parakeet/SlidingWindow/TDT/AsrManager+TokenProcessing.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/ASR/Parakeet/SlidingWindow/TDT/AsrManager.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/ASR/Parakeet/SlidingWindow/TDT/AsrModels.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/Diarizer/Offline/Core/OfflineDiarizerModels.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/brain-asr/.build/checkouts/FluidAudio/Sources/FluidAudio/Diarizer/Offline/Core/OfflineDiarizerManager.swift
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/autofattura-form.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/autofattura.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/client.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/dates.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/config.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/doc11-payload.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/documents.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/fattura24/src/errors.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/gaxios/build/esm/src/common.d.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/google-auth-library/build/src/auth/authclient.d.ts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/google-auth-library/build/src/auth/oauth2client.js
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/imapflow/dist/cjs/tools.js
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/typebox/build/compile/compile.d.mts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/typebox/build/compile/index.d.mts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/typebox/build/compile/validator.d.mts
1 deny(1) file-read-metadata /Users/paolof/Developer/mail-tool/node_modules/typebox/build/index.d.mts
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0001-language-and-stack.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0002-output-dir-flattens.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0003-preset-auto.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0004-no-rotated-rectangles.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0005-no-group-merging.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0006-optimizer-is-lossless.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0007-serde-for-stats-json.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/adr/0008-fidelity-is-mean-absolute-error.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/docs/size.md
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/justfile
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/rust-toolchain.toml
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/rustfmt.toml
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/cleanup/estimate.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/cleanup/filter.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/cleanup/mod.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/cli.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/color.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/decode.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/error.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/geom/convert.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/geom/fit.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/geom/mod.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/geom/verify.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/pi-second-brain/tsconfig.json
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/lib.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/main.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/optimize.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/output.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/plan.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/shapes.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/stats.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/trace.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/verify.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/src/writer.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/tests/cleanup.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/tests/cli.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/tests/common/degraded.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/tests/common/fixtures.rs
1 deny(1) file-read-metadata /Users/paolof/Developer/vectorise/tests/common/mod.rs
1 deny(1) file-read-metadata /Users/paolof/Library/LaunchAgents/dev.mail-tool.service.plist
12 deny(1) network-outbound
1 deny(1) file-write-data /Users/paolof/.pi-fence/canary
1 deny(1) file-read-data /Users/paolof/.pi-fence/canary-secret
9 ask
2 deny(1) file-read-data /Users/paolof
6 destination
1 exit
rpiv-mono hits: 0
